length(cm),weight(g)
28.5,329.2
29.2,345.4
29.1,325.7
28.1,328.5
28.9,329
27.6,291.7
25.6,249.1
30.1,354.7
26.9,284.9
26.6,257.8
26.8,270.7
27.4,285.2
26.9,295.7
26.3,263.5
26.7,279.6
25.3,234.3
27.6,297.2
27.5,301.1
27.5,309.2
25.4,245.1
28,308.6
27,275.8
30.2,357.8
27.8,321.1
26.2,274.4
27.5,298.8
27.8,313.5
25.9,251.6
26.8,275
30.7,416.3
25.1,206.3
25.7,235.5
27.8,298.6
27.4,276.1
26.7,254.8
27.5,316.5
27,267.4
25.2,239.1
26.4,250.5
27.4,297.6
26.3,270.1
27.5,292.4
26.5,275.1
34.2,610.6
34.5,643.7
33.1,554.3
32.6,585.3
33.2,530.7
32,507.2
34.3,625.3
32.3,506.5
32.1,533.6
32,511.2
34,587.8
31.9,531.7
34.2,606
30.7,464.2
34.8,580.8
32.3,503.1
31.5,530.1
33.4,540.9
33.6,571.4
36.8,692.3
33.4,565.1
34.5,658.3
31.9,552.5
35.2,639.3
33.2,542.2
32.1,565.6
32.8,546.5
33.1,520.8
34.5,627.9
32.8,543.7
29.8,340.7
27.4,260.5
31.9,468.8
29.8,342.8
31.8,467.2
26.9,244.1
31.8,435.1
31.3,433.7
31.8,488.2
30.5,387.8
29.5,367.1
31,395.8
29.9,371.5
31.4,464.7
31.7,484.8
30.2,377.6
30.8,412.8
29.6,322
33.1,478.8
31.1,452.7
26.8,241.1
30.7,383
31.3,372.6
31.2,430.6
31.2,427.1
31.8,491.3
30.5,243.3
31.8,417.6
31.2,389
30.6,383.8
30,355
30.1,323.3
29.7,333.7
27.7,270.8
29.1,303.7
30,346.3
30,336.1
27.5,276.3
28.9,316.3
28,284.3
28.8,299.5
26.5,231.7
28.1,282.9
29.3,333
27,234.4
28.2,281.3
27.2,268
28.6,304.3
27.5,252
28.2,304.3
26.7,230
29.2,321.3
29.2,336.7
28.9,315.1
27.6,264
29,313.6
28.2,277.9
29.9,337
28.8,296.6
28.6,280.2
25.9,220
26.8,215
25.7,235.9
26.9,231.9
27.2,242.5
22.9,131.1
26.1,243
24.7,180
24.4,180.8
25.3,223.8
25.7,198.6
23.8,173.2
24.7,168.3
26,230
26.4,227.4
25.2,203.2
24.7,194.7
25.2,183.5
27.1,245.3
26.7,223.5
24.7,168.2
26.1,230.6
26.3,229.9
26.5,226
25.1,213.8
24.6,166.3
26,201.8
26.2,242.8
25.2,186.2
25,195.9
36.2,745.6
34.6,687.3
39.1,1010.9
35.5,727
37.5,869.7
35,667.9
35,725.2
35.5,713.3
36,790.2
34.8,646.2
34.4,631.2
34,658.7
35.5,670.8
35.5,683.9
34.6,663.8
35.5,650.7
35.4,744.7
35.5,678.7
34.8,699.1
35.2,705.8
34.2,623.5
33.2,615.9
35.3,704.8
37,815.5
35.5,674.4
34.2,623.9
35.8,723.9
33.8,641.1
33,511.5
33.1,569.2
32.8,529.3
32.7,520.8
34.5,591.6
32.4,510.8
33.9,612.4
33.2,560.8
33.8,517.5
34.1,558.2
34.1,620.4
33.1,584.9
33.1,521.8
32.8,549.7
33.1,507.3
34.4,654.4
33.2,486.3
31.9,534.8
33.7,613.5
32.3,517.1
33.1,524.9
34.2,569.9
34.8,640.1
34.3,502.1
32.2,479.3
34.2,615.3
32.9,479.5
34.1,588
34,599.6
33,510.6
31.6,447.3
32.9,488.7
32.9,456.9
31.1,382.8
30.7,388.3
31.4,397.2
30.6,388.4
31.1,389.5
31.4,419.6
31.4,504.4
31.7,412.8
30.8,377.6
31.4,396.4
31,380.5
32,440.1
30.9,414.3
32.6,442.3
32.3,475.8
31.5,467.3
29.4,346.6
31.6,449.5
30.5,362
29.5,356.8
29.2,316.8
31.5,468.9
29.9,382.2
32,444.9
30.5,353.5
31.3,423.8
31.2,435.3
24.5,182.1
25.9,183.7
26.3,210.3
25.2,187.5
25,173.5
25.2,174.6
23.6,153.7
25.2,194.8
25.9,185
26,187.5
23.6,137.8
25.1,180.4
24.6,193.5
24.5,175.1
25,168.4
22.9,133.5
25.7,194
23.8,154.5
26.5,214.5
26,105.3
24.6,175.9
24,157.7
24.1,161.6
25.2,171.3
22.2,125.7
23.8,168.4
22.5,165.6
24.5,164.5
25.7,191.6
24,155.4
35.7,611.6
35.6,570.6
36.5,556.6
35.9,609.1
35.6,646.4
35.8,627.6
34.9,549.4
34.5,565.3
36.5,660.3
35.3,569
34.7,555
33.8,551.6
35.8,658.5
35.8,655.4
35.7,623.1
35.7,598.4
36.2,601.4
34.8,563.7
35.2,582.8
35.9,634.5
34.4,619.5
34.6,611
34.4,558.2
35.8,629.5
34,492.7
35.4,625.2
35.8,633.3
35.4,671.6
35,611.3
32.8,475.7
34.3,537
34.8,491.9
31.7,411
32,445.7
33.8,525.3
32.5,445
33.8,522.8
29.5,295
29.8,324.8
29.4,327.4
29,321
30.9,360.2
29.5,349.1
28.7,296.3
29.4,304.7
30.5,336.7
29.9,360.7
29.2,326.4
29,318.1
29.7,392.1
28.7,311
28.8,325.2
29,308.1
30.8,358
29.8,346.6
28.4,310
30.5,350.6
28.9,331.6
29,295.3
29.8,335.2
29,325.9
28.9,295.9
28.6,298
27.9,264.6
28.8,278.5
27.8,265.8
27.5,247
27.7,271.6
29.8,321
27.4,258.8
27.5,256.1
27.3,225.3
31.3,367.6
29.3,308.7
28.9,307.7
27.2,254.7
28.6,278.6
26.8,228
30.4,337.9
27.8,276.3
27,240.6
27.8,237.3
28.5,295.1
27.9,257.4
27.8,268.2
28.8,288.5
26.8,231.3
28.4,278
29.7,304.4
28,278.7
27.8,257.9
26.8,218.8
28.1,278.8
27.2,260.3
27.5,248.2
27.6,233.3
31,356
27.7,250
30.3,345.1
26.1,226.2
34.6,575.8
26.7,238
31.3,404.7
27.3,240.5
29.8,332.5
33,531.9
34.8,519.7
28,288.7
34.5,268.8
34.7,536.5
29.2,326
33.8,541.6
35.1,521.7
32.3,440.3
33.9,490.5
33,451
32.8,495.5
33.3,491.8
32.5,502.1
33.8,535.2
32.5,501.3
34.8,590.5
33.5,546.5
34.9,541.5
33.6,546.4
32.7,564
34,514
32.8,557.8
35.9,607.4
35.5,641.9
35.3,577.9
32.4,544.5
33.3,579.5
32.5,527.8
33.4,494
33.8,527.2
34.5,565.7
36.5,728.7
36.3,632.4
32.5,462.4
37,772.1
34.5,582
33,467.9
34.5,551
32.4,505.3
35.2,545.8
34.3,560.6
35,563.1
33.5,572.3
26.8,221.8
35,170.6
27,214.5
25.2,189.3
24,142.1
25.2,176.8
25.8,205.5
25.5,179.1
23,128.2
23.4,131.2
25.6,177.4
25.7,199.8
27.2,220.4
25.2,165
26.3,195.7
25.9,190.9
23.7,134.3
22.8,121.6
25.8,209.2
24.7,144.5
15.2,172.2
26,199.4
27.8,235.2
22.5,123.5
22.8,119.7
25,169.5
26.2,206.6
23.2,128.6
24.5,155.7
22.9,134.5
35.5,603.6
34.7,564.3
34.8,589.5
35.7,583.5
35.5,668.4
34.6,581.4
34.7,566.6
35,521.7
35.5,549.8
33.6,563.7
34.6,524.2
34.3,611
35.9,607.9
34.5,528.2
37.5,753.7
35.3,632.9
35.2,635.1
34.6,573.4
35.7,676.6
34.6,564.7
34.7,579.1
35.7,622.7
34.5,555.4
35.2,548.8
36.5,648.6
35.3,542.1
35.4,570.6
36.2,642.7
33.7,535.8
39.2,917.1
31.9,467.8
34,475
31.6,408.3
33.6,484.7
34.4,517.9
32.8,438.5
34.8,474.9
32.1,422.5
32.4,444.7
32.6,432.6
34.4,479.1
32.2,417.3
32.69,467.6
32.8,440
32.4,478
33.9,518.5
32.5,502.4
35.5,474.5
33,452.7
33.2,450.7
33.4,452.7
31.8,405.1
33,472.9
32,442.6
33.5,504.7
32.8,441
33.3,482.2
32.9,435.5
31.4,416.7
32.9,498.2
33.5,411.2
30.8,330.7
29.9,300.1
30.3,371.3
31.5,363.6
32.9,404.6
29.8,340.3
30.4,349.7
29.6,356.2
28.4,293.2
31.5,355.1
28.7,269.5
30,323.9
30.5,349.1
31.2,367.4
31.3,371.9
32.2,392.8
30.8,351
32.2,406.5
30.2,346.4
30.1,292.9
29.8,313.5
28.4,235.3
31.3,349
31.8,369.7
30.2,312.7
28.8,311.1
30.5,317
30.5,314.8
30.8,343.7
28.2,257
26.5,213.4
28.2,252.4
26.8,195.2
26.8,213.1
27.1,227.5
26,207.9
26.2,219.8
25,177.4
27.2,229
28.3,272.2
27.8,246.7
27.8,236.6
27,234
27.8,234.1
27.4,231.1
28,263.3
28.5,275.9
27.2,219.1
28.8,277
24.7,156.6
27.7,252.6
25,162.8
26.8,191.8
22.9,109.4
22.8,125.3
23.2,133
24.2,152.7
25.8,190.2
26.8,206.2
38.2,706.7
37,688.6
32.1,406.9
38.3,824.7
37.3,696.2
38,833.9
38.2,718.7
38,734.9
37,787.7
38.2,725.5
37,670.6
38.2,746
37.8,696.1
38,727.7
38.2,706.8
38,803.1
36.9,743.4
37.5,705.4
39.8,644.4
36.8,647.7
38.2,713
36.8,656.9
38.5,730.7
34.7,632.7
37.8,754.3
34.8,549.6
37,642.8
35.2,544.6
33.9,493.6
34.2,529.7
33.5,489
33.2,493.3
33.9,416.6
35.3,570.8
35.1,576.5
33,495.3
32.9,456.5
32.5,468.9
33.5,492.3
33.8,509.9
35.5,551.9
32.9,517.7
33.2,468.3
34,524.7
36,567.5
34.4,502.8
32.9,492.8
35.1,508.8
36.4,638.3
34.5,558.8
34.8,585.2
33.2,493.3
34.9,504.7
34.8,520.1
33.9,527.5
31,386.4
32.2,416.2
32.3,428.9
32.2,430.6
31.2,398.8
32.1,433.8
30.3,397.7
32.1,434.7
32.3,424.6
31.1,387
32.2,441.3
31.7,367
30.2,318
32,415.5
32.3,422.5
31.5,394.8
30.8,381.9
30.2,355.1
32.8,388.2
32.4,462.5
31.1,361.1
32,434.5
30.8,374.9
29.8,325.3
30.4,356.1
32,447.9
32.8,423.2
33,502.1
29.8,314.1
32.4,431.7
29.2,212.8
28.9,263.5
26.9,228.6
27.3,226.4
27.8,241.3
26.9,205.6
24.8,174.7
23.8,272.6
29.4,264.5
28.4,275
26.2,196.2
27.1,217.9
27,234.4
26.9,225.6
26.5,211.9
26.2,204.2
26.9,233.4
26.7,200.9
27.5,248.2
26.3,258.3
22.7,121.8
26.9,214.7
27.8,253.5
26.8,215.5
27.7,220.2
27,191.4
28,219.9
28.1,237.1
26.2,192.4
33.2,261.3
33,448.2
33,396.5
31.9,317.3
32.6,407.6
31.8,400.9
31.1,346.9
31.1,353.5
30.8,367.1
30.6,371.8
31.1,337.5
31.3,396.4
33.1,410.9
31.9,365.3
32.4,405
30.9,362.8
30.5,353.4
30.4,367.3
29.5,349.9
30.6,375.9
30.5,363.4
30,334.4
31.8,376.1
31.7,395.2
32.5,407.6
31.3,355.6
30.2,357.3
31.2,375.8
30.8,367.9
31.9,407.9
30.6,327.1
28.7,209.8
29.5,277.9
31.8,365.4
30.9,346.7
30.1,305.1
29.7,272.2
30.1,343.5
26.9,196.1
29.9,297.2
29.8,296.3
27.8,208.2
28.8,281.4
31.3,307.4
30.2,348.4
29.1,264
30.3,307.5
29.3,282.6
28.5,260.2
29.3,283.3
31,322.2
30,305.8
28,252.3
31.4,352.1
28.9,265.5
30.1,302
28.9,262.1
27.8,236.5
30.4,313.2
30.9,319.9
31,399.9
24,137.6
25.7,175.2
25.9,177
25,161.3
28,255.3
26.8,195
25.1,169
26.3,192.7
24.1,165
26,186.9
24.5,147.2
25.7,173
26,187.6
24.9,161.1
22.8,144.7
25.8,170.6
26.5,214
24.5,127.3
24.8,155
26.5,202.3
26.2,193.8
24.9,156.4
24,140.8
26.5,207.9
26,169.2
24.5,161.3
25.5,176.1
25,160
25.3,157.6
26.2,190.9
43.8,1255.6
39,887.7
41.1,1053
38.2,861.4
38.1,786.8
37.7,786.6
35.3,816.4
38.2,763.9
40.9,1034
38.8,942.7
42.1,1064.1
38,798
39,974
37,782.1
42.1,1177.9
38.7,968.7
37.6,813.7
38,812.3
37.8,862
37.6,786
37.7,788.1
35.3,638.6
36.3,672.6
35.5,616.8
36,610.6
34.9,636.1
35.5,615
36.9,679.6
35.5,581.1
33.3,571
34.7,585
35,615.6
36.1,629
35.7,682.7
36.2,688.1
34.9,581.5
35.1,588.5
33.5,575.9
35,627
37.5,769.4
36.8,664.2
36.2,724.8
35.8,627.3
39,851
35.5,634.7
34,577.6
36.1,690
35.3,617.5
36.1,629.2
35.5,628
33.2,479
32.2,421.9
33.9,518.3
33,518.7
32.8,515.5
33.2,428.9
32.3,423.2
34.3,526.4
33.1,480.9
31,415.7
31.5,447.5
34,516.3
33.8,498.1
33.2,425.2
32.5,457
32.5,470
33,491.4
31.3,389.4
34.1,510.6
34.8,550.1
32.2,426.4
36,573.1
34.6,555.5
31.5,403.2
33.5,413.9
30.7,419.3
31.1,427
33,450.6
34,421.1
33,495.6
31.5,388
29.8,321.7
29.5,301.7
29.5,339.3
28.2,252
29.8,352.8
28,275.7
29.9,290.4
29.5,314.8
30.5,401.2
28,245.3
31,385.3
28.2,241.7
31.1,349.7
30.7,335.6
29.8,330
31.6,407.2
29,303.1
29,298.1
31.5,409.1
29,287.1
29.8,390
27.4,262
30.3,333.7
28.3,277.1
33,441.3
28.7,304.6
39,315.2
29.8,366.1
30.3,332.9
25.5,225.6
28.2,260.9
27.2,216.5
26,197.2
26,287.9
27,223.7
28,226.1
27.2,222.5
26.5,179.8
28.2,293.3
26.2,193.5
25.5,189.4
27,221.2
27.2,210
26.6,206.3
27.5,244.9
26.5,210.2
28,237.5
27.5,236.9
26.8,223.9
26.1,206
26,211.9
27.2,227
24.8,177.1
26.1,203.9
26.2,196.5
25.5,195.3
26.4,201.8
26.9,219.5
26.5,234.2
33.5,490.5
34.8,614.8
32.8,483.9
32,470.9
34.2,568.3
32.2,466.9
31.5,444.3
30.2,582.5
32.5,485.8
34.2,579.1
34,527.1
32.3,494.6
32.4,463.8
34.5,523.8
33.5,599.8
32.5,471.2
32.6,542.5
33.3,510.3
31.6,477
31.8,481.2
32.5,480.8
32.5,472.2
34.2,580.1
31,412.5
32.7,489.5
32.7,502.1
31.5,519.8
29.8,420.9
31.2,485.8
30.7,443.2
30.5,412.3
30.2,401.5
30.3,387.7
32,451.7
30,367.3
31,387.8
31.4,427.9
29.8,395.6
30.4,363.2
31.4,435.5
29.8,384.7
30.6,337.1
31.8,438.8
30.8,400.6
30.5,436.7
31.4,369.9
30.8,414.5
32.2,432.9
30.4,455.6
31.2,405.8
31,360.3
31.9,401.1
30,377.6
29.4,353.5
30.5,401.1
29.8,363.4
30.6,423.9
31.3,409
29.8,391.8
30.1,375.6
28.8,351.7
28.2,329.8
29.7,351.7
29.2,326.8
30.5,376.8
31.2,367.1
29.8,366.9
30,357.9
28.5,296.6
28.5,333.9
30,360.4
27.8,307.7
30.2,367.2
30.8,384
28.8,310.8
29,344.7
28.9,319
30.7,374.7
28.2,286.5
29.2,325.9
29.8,358.1
28.3,315.4
29.6,324.5
29.2,333.7
30.2,358.9
31.9,342.6
29.6,287.1
26.8,336.2
29.4,331.1
28.8,335.1
25.2,205.5
24.8,177.8
23.2,142.7
24.3,191
25.6,203.1
24.3,192.4
25.2,200.4
25.2,207.2
25.7,165.5
23,185.8
25.2,191.8
23.5,186.2
25.5,194.6
23.8,158.1
23.4,152.2
25.2,196.6
24.8,173.7
25.2,205.2
25.6,206.2
25.8,218.4
23.9,158
24.9,193.9
23.6,153.3
23.2,148.9
25.4,193.4
25.5,189.3
23.2,144.5
24.4,169
22.8,144.5
24.6,184.6
28.7,361.4
33.4,584.6
32.6,538.9
32.7,573.5
35.3,680.9
35.1,621.5
30.7,382.2
35.6,668.9
34.4,576.4
36.8,833.8
33.7,581.9
34.4,637.7
34.1,600.8
34.2,634.9
34.5,610.8
34.7,576.5
32.1,557
35.5,691.6
34.3,600.4
36.4,659.8
34.8,637.6
33,542.7
32.8,563.9
32.2,537
34.9,714.9
34.9,726.3
34.8,674.7
33.8,643.9
32.1,543.6
34.3,576
33.3,490.2
32.4,504.2
31.8,468.8
29.7,381.8
33,554.3
32.1,522.8
30.5,446
32.4,467.6
31.4,474.1
33.6,611.4
32.7,484.4
32.6,537.6
31.2,453.3
32,489.6
30.9,463.9
33.2,510.6
32.9,499.5
32,511.6
31.9,499.3
32.4,546.1
30.3,448
28.3,340.5
32.7,469.5
31.8,499
31.7,517.1
32.8,506.8
33,548.5
33.6,514.3
31.6,465.9
31.8,480.8
29.5,387.1
30.1,379.3
27.7,294
28.4,340.1
28.6,343.2
28.8,336.1
29.2,368.5
29.1,334
28,316.7
27.3,270.7
28.8,348.3
27.8,291.3
30,411.6
28.3,321.1
28.8,339.5
28.5,318.5
29.8,383.3
28.4,347.4
29,360.9
29.1,380.4
29,296.4
29.5,353.1
29,350.1
28.4,308.2
29,368.2
28.6,321.7
29.4,340.2
27.9,397.9
29.9,345.8
27.6,292.6
28.8,312.1
28.6,335.7
29.3,364.6
28.8,339.6
29.9,362.9
29,344
28.9,341.3
28.4,312.9
29.4,359
30,389.8
29.1,354.1
28.8,348.5
29,352.3
28.8,343
28.9,358.2
28.1,319.9
29,357.4
29.8,371.6
28.7,334.3
30.5,430.6
28.8,353.6
28.7,314.5
29.9,368.3
28,315.7
27.5,295.3
29.8,335.4
28.8,337.9
28.6,319.8
28.8,325.2
29.6,370.6
31.8,513
33.2,565.6
34,600.8
34,592.1
33.5,529.7
36.8,672.8
32.9,594.6
33.6,517.1
34,558.4
32.9,523.6
33.8,582.5
33.3,583.6
33.5,624.1
33.3,563.1
33.1,491.7
31.6,515.3
34,604.6
32,510.8
34.5,540.4
33.7,583.2
34,548.4
33.7,544.8
31.2,447.5
33.8,529.5
33,506.4
31.9,552
34.8,561
37.1,731.2
31.7,478.3
32.5,551.3
32.8,490.3
33.7,539.3
33,493.3
34,482.5
32,455.2
31.5,445.4
33.5,489.8
30,386.7
30.2,396.6
33.2,498.6
31,440.9
31.5,427.6
32,471.9
28.9,537.7
31.5,464.8
34.6,523.1
31,399
31.1,380.5
31,407
33,513.7
33.2,464.1
33.2,495.8
32,423.4
31.1,448.9
32,431.1
32.2,420.7
30.8,385.8
31.2,493.5
32.3,450.2
32.4,486.8
30.8,370.4
30.7,345.5
29.8,375.7
30,353.2
30.2,341
32.6,424.7
31.7,382.4
29.9,367.8
30.2,471.1
29.5,353.4
30.7,380.4
32.7,403.1
30.7,375.5
28.8,309.1
32,418.1
30,391.2
30.1,344.3
29.7,366.5
32.9,492.5
31.2,389.9
29.8,357.5
29,312.9
29.8,374.4
30.1,392.3
29,344
29.9,338.3
30,348.1
29,308.4
30.1,343.4
31.1,403
23.9,146.2
23,137.3
24.6,153.7
23.2,125.1
20.8,93
24.1,164.5
24.2,158.9
24.2,154.9
23.5,138
21.1,96.6
21.8,106.4
19.9,80.5
23,138.5
23.5,138.5
23.5,148.6
24.8,176.4
23.5,142.8
24.3,171.6
21,97.2
24.2,152.5
24.1,138.2
24.2,160.8
25,198
24.5,168.4
24.4,163.4
20.8,89
25,188.2
24.5,173.2
22.5,118.4
25,176.8
32.9,563.7
34.5,655
32.8,567.1
33.2,595.4
34.2,574.9
34.8,600.8
33,593.2
32,544.3
34.4,545.2
30.9,450.8
30.7,509.6
34.1,575.6
34.9,661.9
32.5,595.5
31.1,520.8
32.2,554.1
32.4,625.6
33.8,536.6
33,512.3
34.8,712
33.4,593.8
34,553.7
32.9,539.7
34,603.8
34.5,603.5
32.2,535.6
32.5,505.8
32.2,547
32.5,544.7
39.5,593.3
30.5,433.6
32.5,527.9
31.9,435.2
33,515.2
32.2,501.7
34.5,543.6
33.2,562.1
31.7,502.6
32.5,512.8
31.7,490.1
33,561.2
29.7,454.7
32,500.5
31,477.7
34,526.7
30.9,463.2
33.1,519.1
32,508.5
33.9,502
31.5,524.9
32.8,515.5
33,526.3
31.9,469.3
31.6,492.2
31.8,451
29.8,442.5
30.2,448.5
33.2,565.4
31.8,508.9
32.8,479.7
31,430.1
30,408.1
30.1,372.1
31.6,421.8
28.2,319.9
29.5,358.8
30,394.9
30.7,384.2
31.6,461.5
29.5,326.2
31.2,397.7
28,333.8
29.2,398.7
30,413.5
28.8,334
29.3,406.2
29.3,358.6
30,394.6
31,392.3
33,481
31.2,438
32.2,450.3
29.9,368.3
29.2,339.4
27.8,299.4
31.1,410.5
27.5,294.5
27.5,288.2
31.5,432.9
29.7,358.2
25.9,187.8
26.7,271.6
25.5,222.1
27.2,250.7
24.6,155.2
24.6,165.2
26.2,244.5
25.7,226.5
26.5,206.4
25.7,211.4
25.2,200.6
27,253.5
23.5,160.1
26,200.4
25,190.4
22.9,136.9
27,284.3
25,203.2
25.5,213.2
25,192.4
25.5,193.7
24.1,162.8
23.5,163.2
25.9,219.6
25.5,186.3
25,192.3
26.2,244.9
26,222
25.5,220.1
24.9,172.6
33.2,643.6
35.2,695.7
34.8,650.9
36,725
34.6,606.5
32.1,580.5
39.1,630.6
34.9,700.3
33.1,578.5
33.1,622.9
35,695
34.2,639.3
32.2,599.2
33.2,594
34.1,624.7
33.5,600.1
32.6,574.6
34.7,622.7
34.1,624.5
34.8,643.5
34.2,629
33.2,557.4
33.2,581
34.6,705.8
33.4,564.6
33.2,615.8
34.1,607.7
34.7,571.1
31.2,478.9
30.6,452.3
33.2,489.1
33.1,531
31.1,448.9
31.7,426.7
31,434
31.4,476.7
31.6,427.8
31.8,468.4
30.8,436
32.2,495.7
33.9,540.5
32,462.6
31.6,421.5
32.2,468.7
32.1,472.5
33.2,483.5
33.2,478.3
31.1,438.3
32.2,460.2
31.2,467.5
30.8,463
33.1,466.6
31.8,473.4
30.9,451.3
33.6,519.1
32.5,523.1
31.4,489.3
32.5,488
29.8,345.8
29.2,340.1
28.5,315
29.7,351.7
29.1,330
28.6,324.3
29.1,312.7
28.2,299.1
28,269.5
28.1,267.3
29.1,316.7
27.9,273.7
28.8,288.4
29.1,318.5
27.7,265.2
27.5,286.5
29.2,329.9
28.7,323.8
28.6,335.5
28.2,291.7
27.5,295.5
28,281.1
26,260.1
29,335.2
29.1,334.4
28.2,318.8
28.2,291
29.3,303.8
29.2,346.4
27.6,272.7
25.2,189.3
25.1,185.4
25,194.7
27.1,265.5
25.4,215.6
26.7,232.6
24.2,182.9
25.9,202.3
26.1,227.7
25,198.3
25.3,197.7
24.7,172.9
25.9,215.5
25,208.3
26.2,235.3
24.6,180.5
25.3,202.1
23.6,153.8
25.3,202.8
25.9,208.8
26,230.2
25.5,201.1
26.2,221.1
26,225.1
24.2,176.7
26,223
26.2,222.5
24.7,196.9
24.8,193.2
25,203.1
35.8,710.4
35,680.6
33.8,584.4
33.1,553.4
32.1,525.3
34.2,595.2
32.7,524.1
34.8,675.8
32.8,594.1
34.1,542.6
33.5,573.2
32.1,545.1
33.2,513.8
34.9,666.2
32.7,520.5
32.3,552.3
35.7,778.9
34,579.4
32.9,549.7
32.3,545.8
32.6,574.9
35.1,700.1
33.3,559
34.2,652.8
34.9,646
33.7,606.6
36.9,695.6
31.8,458.2
34.5,687
34.7,581.2
30,358.8
31.5,516.2
30.8,404.9
31.3,514.9
34.2,599.1
31.7,508.5
33.8,673.8
32.9,514.8
32.1,532.4
33.6,537.1
34.8,586.7
31.2,507.6
33.5,548.4
32,562.7
32.1,543.7
35.5,625.8
32.2,534.7
32.4,595.6
34.8,605.8
33.3,622.2
32.8,589.1
31.8,533
32.6,549.6
33.2,569.8
31.9,549.4
32.1,571.3
32.3,504.8
33,569.5
34.1,608.1
35.7,714
30.7,376.7
29.8,335.4
28.8,323.8
28.8,337.2
29.8,368.4
30,332.8
29.3,331.6
30.8,404.6
30.6,417.6
29.8,334.6
30.7,381.8
29.9,378.1
29.6,321.5
29.1,326.7
29.1,322.4
29,326.7
30.8,383.2
29.1,315.1
30,350.8
29.5,375.4
29.4,340
31.8,405.3
30,396.4
29.6,342.3
31.4,455.5
28.1,314.3
28.9,330.8
29.8,338.7
28.8,328.2
29.2,367.4
29,314.2
28.8,328.7
27.2,256.5
28.7,317.2
29.8,335.7
28,286.4
29.2,339.4
28.2,293.4
28.6,303.5
27.1,258
27.9,305.2
24.9,205.8
27.2,262.7
28.7,320.8
28.6,317.5
24.6,170.6
27.1,228.6
28.7,333.1
28.8,280.3
27.9,298.4
27.6,275.5
27.2,273.4
28.9,309.1
28.4,316.6
29.2,320.6
28.3,310
27.3,278.1
27.1,257.1
28.7,290.3
27.8,259.6
35.8,709.3
31.9,421.5
35.9,645.7
34.1,650
35.6,659.3
34.8,629.3
34.5,710.1
36,654.3
35.2,559.6
35.5,648.5
33.8,559
35.1,586.1
34.8,561.8
33.2,511.8
36.5,614.8
34.7,605.4
34.4,549.8
34.6,553.3
34.9,527.6
36.1,651.8
34.8,642.2
34.8,557.5
35.6,649.5
33.1,523.8
35.8,651.8
32.8,589.1
34.7,572.4
34.6,555
36.4,676.4
35.3,653.4
29.7,367.1
33.4,523.4
34.9,524.5
33.7,528.7
35,537.2
33.9,510.9
32.7,495.1
31.8,496.6
34.8,558.5
32.8,455.7
34,512.3
31.4,431.4
33.2,482.4
34.6,552.1
32.7,484.4
34.6,542.4
32.7,447.7
34.6,526.5
32.5,478.9
32.7,436.5
33.6,527.8
33.1,502.8
32.8,448.4
32.6,476.4
32.6,462.2
31.7,455.7
33.6,477.5
30.7,386.7
33.5,508.2
33,475.2
30.5,377.2
31.4,370.8
32.7,479.1
30.6,368.4
31.1,400.4
30.2,356.3
33.4,468.3
30,356.3
32.6,464.4
30.1,339.6
33,356.5
30.1,371.7
30.5,402.8
29.4,341.5
29.7,353.1
29.1,312.6
30.8,348.2
33.2,452.3
33.4,490.4
30,337.9
31.8,416.7
31.4,392.7
32.4,450.9
32.1,386.1
32.4,467.8
29.8,341.7
30.8,331.9
33.8,492.6
31.5,363.8
29,352.8
27.9,290.6
28.1,273
26.4,227.2
28.2,269
26.2,210.2
27.2,240.8
28.8,290.4
29.4,304.9
26.7,261.4
28,285.2
26.8,234.1
28.6,282.7
28,277.9
27.6,242.2
27.3,272.5
27.7,270.4
28,239.2
27.6,279.9
28.2,259.7
24.7,170.7
28.4,254.1
28,248
27.8,259.7
27.9,265.8
24.6,177.3
25,179.5
25.1,182
24.5,182
25.2,192.8
29.2,318.4
38.7,708.4
40.6,842.4
36.3,599.9
37.7,678.5
35.7,535.7
37.9,752.3
36.1,566.3
37.9,659.8
39.2,727.3
37.9,671.6
38.8,707.3
37.5,659.5
37.4,638.4
36.3,612
38.4,670.8
38.2,679.6
38.4,720
37.8,696.3
37.2,663.3
37,601.8
37.2,623.8
36.8,628.5
37.9,664
37.2,681.4
36.8,651.3
37.3,717.5
37,683.3
31.4,371.8
32,415.3
29.2,277.6
30.9,343
29.4,307.5
29.9,316.6
36.9,610.9
36.6,576.9
37.4,605
36.4,608
31.1,615.4
32.2,396.5
36.3,589
35.5,534.6
29.3,316.7
34.4,510.9
36.6,579.1
37.5,640.7
35.2,541.2
33,463.2
37.4,594
35.9,560.3
35.1,524.9
36.2,537.6
37.2,594.1
34.2,487.7
34.4,478.1
31.33,364.4
31.2,366.9
31.3,380.9
31.6,388.3
30.6,359.1
29.8,330.6
30,329.1
29.8,337.4
32.4,422.7
32.8,428.5
30.5,354.1
32.7,430.4
32.2,430.6
30.2,314.9
28.9,292.3
28.4,259.5
29,270.8
29.3,284.3
30.9,596.8
29.3,306.6
30.4,346.8
28.4,255.5
30.4,344.3
29.5,288.6
27.5,224.1
30.2,325
29.6,293.8
29,274.1
31.1,363.5
29,276.2
28.6,289.9
30.3,340.1
30.1,325.1
29.2,566.7
28.8,282.2
28.1,250.6
29.9,319.8
28.3,251.4
26.7,196.9
29.6,288.9
29.8,325
29,288.1
28.2,229.6
34.4,520
36.4,592
